18,Headjs,"<a href=""http://headjs.com/"">http://headjs.com/</a>
<blockquote>
Head JS frees the page from script loading burden. The scripts loading is separated from the page rendering and they are <em>always</em> loaded in paraller no matter how many of them and what the browser is. The difference on the user experience can be dramatic especially on the initial page load when the scripts are not yet in cache. It&#8217;s your crucial first impression.
</blockquote>

I haven&#8217;t played with it yet, but it looks promising.",2011-08-20 01:45:10.867844,2012-08-21 00:33:54.638408,,,f
15,11 Tips For Better Code,"<a href=""http://progfu.com/post/384161195/11-tips-for-better-code"">http://progfu.com/post/384161195/11-tips-for-better-code</a>

Great tips on code craftsmanship.",2011-08-20 01:43:40.335785,2012-08-21 00:33:54.643612,,,f
16,Strict Mode In Ecma 5,"<a href=""http://www.yuiblog.com/blog/2010/12/14/strict-mode-is-coming-to-town/"">Strict Mode is Coming to Town</a>

Douglas Crockford blogs about using strict mode in ES5. I am not sure how I feel about this yet. I can definitely see some advantages, but didn&#8217;t we try this with <span class=""caps"">XHTML</span> already? Definitely a topic to research.",2011-08-20 01:44:06.840319,2012-08-21 00:33:54.614797,,,f
9,Promote Dry Java Script Practices,"I’ve griped about jQuery plenty. Not the framework itself, it’s an awesome tool to have when doing front end work, but the code that many produce with jQuery. I like to call it <em>anonymous functionitis</em>. New developers see anonymous functions in jQuery code, assume <em>everything</em> should be done that way, and create code that doesn’t promote reuse. The code is full of functions that serve one purpose and need to be recreated if they are needed elsewhere. Another thing that bugs me is throwing everything in <span class=""caps"">DOM</span> ready. I mark this up as inexperience.

<a href=""http://blog.rebeccamurphey.com/"">Rebecca Murphy</a> has done a nice job of summing this up in her JS Conf talk <a href=""http://jsconf.eu/2010/speaker/the_jquery_divide_by_rebecca_m.html"">The jQuery Divide</a>. I think she is right; we need to educate those that write poor jQuery. But how?
<ul>
	<li>Teach the need to understand what jQuery is doing. New developers should dig into the code and learn how jQuery does what it does.</li>
	<li>Promote writing JavaScript without jQuery.</li>
	<li>Take a part of JavaScript (event handlers, animations, Ajax) and really explain how it works.</li>
</ul>

If those of us that understand the language, help teach those that do not, maybe we can  move the developer community forward.  With event driven JavaScript gaining speed, there hasn’t been a better time to promote the core language.",2011-08-20 01:39:21.613935,2012-08-21 00:33:54.63307,,,f
13,Automating Tasks,"I am experimenting with automating more tasks. I’m starting with my login for work. Every morning when I fire up my machine for work, I start a few programs. It’s not really a big deal, but I decided to venture into shell scripting to make this a command. My shell scripting skills currently suck.

The script is held in my code/helpers directory, so it needs to set the working directory to Applications so I can launch the apps I need. Once in the directory, I just launch the applications that I launch every morning.

<code># Open apps for work</code><br />
<code>cd ~/../../Applications;</code>

<code>open ""Google Chrome.app""</code><br />
<code>open Skype.app</code><br />
<code>open Mail.app</code><br />
<code>open TextMate.app</code>",2011-08-20 01:42:19.965599,2012-08-21 00:33:54.645468,,,f
20,A Better Blackboard,"Have you ever used Moodle? How about Blackboard? If you writhing in pain right now, say no more; I know you have you used at least one of them. If you don't know what they are, they are course based software. Easy right? Some interaction, distribute files, and collect files. Pretty common stuff.

I should come clean. I'm a bit of a UI snob, and even more of a UX snob. Now that I have that out of the way, let me say that these two software applications are amongst the worst I have ever seen, if not the worst.

It's bad enough that course instructors find it difficult to use, but think about the students for a minute. Imagine  being fairly new to technology and trying to use software that is unituitive and hideous. Students cringe when they find out that they have to go to one of these sites to accomplish some task. They will opt out if given the chance.

So what's a developer to do? Build a better tool of course. I've decided that I can't and won't subject my students to a frustrating experience interacting with me through some web interface. I'm in the planning stages of building a course management software tool. The key is that it isn't being built for colleges. It's being built for teachers and students. I plan on documenting my progress through this blog and what I learn while using it before handing out beta access to other teachers.",2011-11-06 15:14:14.952619,2012-08-21 00:33:54.671223,,,f
21,Textbooks In Html,"I came across an article yesterday that talked about how instuctors saved a university a boat load of money by creating their own <a href=""http://www.therepublic.com/view/story/1dbc25bcc4ae4060a421fa204e91c0c8/MN--Online-Textbooks/"">online textbook</a>. It makes perfect sense. ePub is just a subset of HTML and HTML is easy. You could just write it in markdown and compile it to HTML or ePub. Why aren't educators doing this? Especially in the technology area, web based technologies specifically. The book that I use for an Intro to HTML course is not good. It concentrates too much on the legacy stuff, and not enough on the progressive stuff. Legacy is important; rarely do we pick up an old project that has current markup, but we as also need to stress moving forward.

An HTML based ebook written in HTML is great project. I know, so meta. The book could be community based in a git repo with the best minds in the web design industry helping to update it and make better than any one author could. You don't have to be some specialized author to write books anymore. Self publishing is easy and open. I'd be interested in contributing to something like this. Here is my short wish list:

1. Interactive. Text areas that allow you to edit the HTML and see how it reacts.
2. Well designed examples. The current offerings have terribly designed examples.
3. Browser based with a responsive design. This book should be available on any device.
4. Downloadable in multiple formats. PDF, mobi, and ePub
5. It should start with the basics and move right on through the box model, into CSS, and finally scripting. I'm not sure if 3 separate books make more sense. Book length would be a good indicator,
",2011-11-08 13:18:50.297771,2012-08-21 00:33:54.672812,,,f
23,Back To Reality,"I finally get it. I thought I understood the importance of side projects, but I didn't. I thought that side projects were a way to try out new things or solve my problems, you know, scratch my own itch. That's wrong. If you work for someone else, side projects are vital to your sanity. You need them to stay current.

Side projects are a perfect place to start from scratch. A blank canvas. A clean slate. A fresh start. I can choose to use anything I want. Mongo, Rails 3.1 and the asset pipeline, Backbone, etc. Anything.

That's not the case when you work for someone. It's often just a job and you're constrained to what's there. They decide what you use, how it should be built, and if you're lucky, you get to express some creativity. Often times, there isn't room for creativity. You just have to stick with what is there.

It sucks, but that's part of the game. If this sounds sour, well, it is. Recently, I have been disappointed time after time. Just when I think I get to add something to a project, I hit a brick wall. It's been done, or there is some facet of the application that I was unaware of. That makes it almost impossible to get geeked up for work.

Will I regret airing my dirty laundry for the world see? Most likely, but it feels good to get it off my chest and the next time I foolishly think a project will be fun, exciting, and challenging, I have a place to go that will bring me back to reality.",2011-11-10 22:45:19.292296,2012-08-21 00:33:54.676308,,,f
24,Mongo Db Ids Sure Are Ugly,"I started on the Learn course management app and decided on using <a href=""http://www.mongodb.org/"">MongoDB</a> as a backend and have run into a few issues. The major issue that caused me to write a work around are the ids. They are very long, which is fine for security, but not very user friendly if you plan on using ids as part of your url.

Take this url in a MySQL backed rails app: learn.com/courses/3. In a Mongo backend, it would be something like learn.com/courses/4eb6a90621f63c3166000003. Yea, I know, ouch. Try giving that url to someone.

There are some slug gems, but I didn't see anything worthwhile. I just wrote a simple before_save method on the model. It downcases the title, replaces spaces with underscores and saves that as an url field on the collection.
<code>
 def create_url
 &nbsp;&nbsp;self.url = name.downcase.gsub!("" "", ""_"")
 end
</code>
I have to add some more logic to handle different characters like hypens and such, but it seems like a decent solution for now.",2011-11-12 17:02:25.159482,2012-08-21 00:33:54.679753,,,f
25,Redcarpet Is Stupid Simple,"Adding [markdown](http://daringfireball.net/projects/markdown/) has been on my very long list of todos for this site. I recently rebuilt this site in just plain 'ol rails. Partly because I thought it was the best system, but also so I can play. I really thought adding markdown support would be more difficult. I almost feel like I skipped something.

I went with [Redcarpet](https://github.com/tanoku/redcarpet) and it's as easy as storing the markdown in your database and making a few method calls in preparation for display.

    Redcarpet.new(post.content).to_html.html_safe

Really. That's it. I haven't even tossed that in a helper yet. As always, that's to Ryan Bates and [Railscasts](http://railscasts.com/episodes/272-markdown-with-redcarpet) for a great intro.

Now to add live preview like Stack Overflow.

",2011-11-18 02:24:16.597033,2012-08-21 00:33:54.678139,,,f
26,Open Source Cancer Research,"Cancer and cancer research is close to my heart. Like many other across the globe, I have a family member with cancer. In the beginning, I had a lot of questions and was extremely eager to help. But I had a problem. I am not a doctor or scientist. I have zero skills that can help find a cure for cancer.

Sure, I can build a website, but that's been done before. Those resources are already there. When I read the headline ""Open Source Cancer Research"", I knew it was perfect. Take the big money out and let the talented and qualified people that actually care about a cure collaborate transparently.

Take 12 minutes and watch this video.


<object width=""526"" height=""374"">
<param name=""movie"" value=""http://video.ted.com/assets/player/swf/EmbedPlayer.swf""></param>
<param name=""allowFullScreen"" value=""true"" />
<param name=""allowScriptAccess"" value=""always""/>
<param name=""wmode"" value=""transparent""></param>
<param name=""bgColor"" value=""#ffffff""></param>
<param name=""flashvars"" value=""vu=http://video.ted.com/talk/stream/2011X/Blank/JayBradner_2011X-320k.mp4&su=http://images.ted.com/images/ted/tedindex/embed-posters/JayBradner_2011X-embed.jpg&vw=512&vh=288&ap=0&ti=1256&lang=en&introDuration=15330&adDuration=4000&postAdDuration=830&adKeys=talk=jay_bradner_open_source_cancer_research;year=2011;theme=not_business_as_usual;theme=tales_of_invention;theme=medicine_without_borders;event=TEDxBoston+2011;tag=Business;tag=Science;tag=cancer;tag=medical+research;tag=open-source;&preAdTag=tconf.ted/embed;tile=1;sz=512x288;"" />
<embed src=""http://video.ted.com/assets/player/swf/EmbedPlayer.swf"" pluginspace=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" wmode=""transparent"" bgColor=""#ffffff"" width=""526"" height=""374"" allowFullScreen=""true"" allowScriptAccess=""always"" flashvars=""vu=http://video.ted.com/talk/stream/2011X/Blank/JayBradner_2011X-320k.mp4&su=http://images.ted.com/images/ted/tedindex/embed-posters/JayBradner_2011X-embed.jpg&vw=512&vh=288&ap=0&ti=1256&lang=en&introDuration=15330&adDuration=4000&postAdDuration=830&adKeys=talk=jay_bradner_open_source_cancer_research;year=2011;theme=not_business_as_usual;theme=tales_of_invention;theme=medicine_without_borders;event=TEDxBoston+2011;tag=Business;tag=Science;tag=cancer;tag=medical+research;tag=open-source;&preAdTag=tconf.ted/embed;tile=1;sz=512x288;""></embed>
</object>
",2011-11-18 17:51:55.290955,2012-08-21 00:33:54.681297,,,f
31,Extending Java Script Natives,"[Angus Croll](http://twitter.com/#!/angusTweets) again describes intricate parts of JavaScript like few can.

A must read for both sides of the native object prototype pond.",2011-12-21 02:28:54.883717,2012-08-21 00:33:54.687947,link,http://javascriptweblog.wordpress.com/2011/12/05/extending-javascript-natives/,f
27,Facebook Required Apps Are A Bad Idea,"Requiring a Facebook account in order to register for an application is a really bad idea. I'll concede that there is a very large segment of people that don't mind, but for every person that doesn't mind, there are two power users that do.

First, Facebook is a privacy nightmare; they have the potential to track your every move across the Internet and they will if given the chance. This scares the hell out of me. I mean who wants everything thing they do on the Internet broadcast for everyone?

Second, you've now created a Facebook plugin. You are so tightly coupled to Facebook that you will have trouble decoupling that relationship and having your own app. My guess is that you will have to start over.

I'm good with Facebook integration, but give me a choice. Let _me_ decide if I want my information broadcast to Facebook. Apps should have their own identity and tie into other application as options, not requirements.

",2011-11-19 14:17:42.806532,2012-08-21 00:33:54.682862,,,f
28,Thankful,"Every Thanksgiving I think about what I am supposed to think about. What I am thankful for; it's been hard wired into my brain. But this year is a little different. I truly am thankful. This Saturday, two days after Thanksgiving, we will have a house full of family members. This is the first year we are giving my parents a break. No cooking, no cleaning; just relax and enjoy their time with the rest of the family. For this, I am thankful.

My kids are growing up so fast. One of them is off to college next year, another one not far behind, and one still in middle school. My wife and I know that our days our numbered. Soon they will be off to take on the world and we will in an empty house, confused as to what we are supposed to do with the just the two of us. For now, they are still living with us and we are savoring every second. For that, I am grateful.

I have a good job doing some pretty cool stuff. I get to program with Ruby all day and I have some nice freedom and flexibility in my schedule. I really couldn't ask for more. Well, that is unless Github calls, (Yeah right!). In addition to that, I get to teach some people about how to craft web applications in the evening, and I have the freedom to alter the content to what is happening on the web _right now_, for that, I am thankful.

Happy Thanksgiving.",2011-11-23 13:18:00.045464,2012-08-21 00:33:54.684714,,,f
30,Great Sites Inspire You To Do Something,"Every once in a while, I find a site that is way above average. A site that makes you think when you read something that is published to it. [http://swombat.com](http://swombat.com/latest) is one of those sites. I get inspired with every post I read. It reminds me of when I read [Rework](http://www.amazon.com/Rework-Jason-Fried/dp/0307463745/ref=sr_1_1?ie=UTF8&qid=1324318793&sr=8-1) and I wanted to drop everything and build something.
",2011-12-19 18:22:05.758966,2012-08-21 00:33:54.686414,,,f
36,Posting To Git Hub,"Every year I set some short and long term goals. Some goals that I think make me better professionally and personally. One of this year's goals was to build more internal applications. Apps that I use, but I don't release on the web, so I don't have to deal with authentication and other issues. This allows me to play with technologies that I haven't before.

I decided to release all of this code, regardless of how bad it is. The first project has been pushed to GitHub. I hate the title of the app and will change it soon, but in the mean time, [ProgrammersNotebook](https://github.com/ScottRadcliff/Programmers-Notebook) is up on GitHub with a minimal readme.

The application uses [mongoid](http://mongoid.org/) and [mongoid_fulltext](https://github.com/aaw/mongoid_fulltext) to search and generate a list of snippets that match what is being typed. An Ajax call fetches a formatted json collection of matching records and updates on every two keypress events.

More to come...",2012-01-26 01:48:43.127287,2012-08-21 00:33:54.689486,,"",f
87,Hybrid Rss,"I'm one of the ones that love RSS and have been thinking about it a lot lately. My problem is this. I like the Reader inbox style some, and I like the river style some. I need something in between.

I'm pretty confident that there is going to be a lot happening in the RSS space. A lot of really talented people are going to use RSS in interesting ways. And some already have. But I done like anything out there right now. The newspaper style escapes me. I don't get it and I think it's a terrible way to read my RSS sources.

Here is what I would like to have:

A river of interesting things to look at and read. All of my favorite things, updated every few minutes.

A way to act on these items. Share somehow, or save for later.

And way to view all items from a source so I can still keep on my favorite sources in case I do miss something.

I am fighting the urge to build this thing. I'm hoping someone builds it first.",2013-03-23 12:46:32.708953,2013-03-23 12:46:32.708953,,,
35,Working Too Hard,">>""If you are trying to be focused and ""productive"" for more than 30 hours a week, you are probably working too hard. You should consider reducing your workload to become more effective and get more done.""

>>""To avoid wasted work, you must allow time to observe the effects of what you are doing, reflect on the things that you see, and change your behavior accordingly.""

>>""You need to spend evenings, weekends, and holidays educating yourself; therefore, you cannot spend your evenings, weekends, and holidays working overtime on your current project. Do you really expect brain surgeons to perform surgery 60 hours a week, or pilots to fly 60 hours a week? Of course not: preparation and education are an essential part of their profession.""

_Olve Maudal_ [97 Things Every Programmer Should Know](http://shop.oreilly.com/product/9780596809492.do)",2012-01-20 01:39:02.273551,2012-08-21 00:33:54.698111,,"",f
37,Always Learning,"Working in my home office this Saturday and glanced up at the self above me. Three books caught my eye. ""PHP Programming with MySQL"", ""XML"", ""Programming with Visual Basic 2005"", ""Learning Rails"", and ""JavaScript: The Definitive Guide"". You should immediately notice an array of languages in there. The past two years I have gotten away from playing with different languages and technologies. This is a great reminder for me that being stuck in one language is extremely crippling, just ask _the_ Cobol programmer.

One of my short term goals is to play with new languages or frameworks that I wouldn't get a chance to play with during my work day. My short list includes, [Express](http://expressjs.com/) (Node), [Spine](http://spinejs.com/), [Lua](http://www.lua.org/), and [Clojure](http://clojure.org/).

It's easy to get complacent and forget to continually learn.",2012-01-28 15:25:37.920718,2012-08-21 00:33:54.699635,,"",f
33,Best Education Sites,"Courtesy of [Best Education Sites](http://www.bestedsites.com)

<a href=""http://www.bestedsites.com""><img src=""http://www.bestedsites.com/images/infographic_1024.png"" alt=""Schools That Rule the Web"" width=""500"" border=""0"" /></a><br />Created by: <a href=""http://www.bestedsites.com"">Best Education Sites</a>",2011-12-22 13:55:20.915713,2012-08-21 00:33:54.692949,,"",f
38,It Only Takes An Hour,"I've tried and left many half-finished side projects. The reasons vary, but more times than not, I _attempt_ to dedicate more time to the project than I have available. It usually goes something like this: ""I am going to work on _insert project name_ on Tuesdays and Thursdays"". The problem is that I plan on a 4 hour block. Say from 7 - 11. That leaves zero time for my family, and after working a day job all day, that's not really fair to them. The result is a project that sits half finished because the time requirement is just too much.

For about the past week or so, I have been setting aside one hour a day, from 7-8. That hour is for whatever side project I have at the time. I work on it for that hour, maybe I get the UI cleaned up, maybe I get a feature or two implemented. It doesn't matter. At the end of that hour I close the lid and watch TV with the kids, help clean up the kitchen,  or get some things done around the house And it has been eye opening. Focusing for an hour a day is extremely productive.

Of course this doesn't mean anything unless I release some of these projects. I can say I'm further along with an hour at a time than I ever was before. ",2012-02-29 18:19:40.089201,2012-08-21 00:33:54.69453,,"",f
34,Code Mash 2012,"[CodeMash](http://codemash.org/) was my first _big_ conference and I can see why conferences are so popular. Besides the great time I had at the after parties, hanging out with friends, and meeting new people; I took a few things away from CodeMash that will effect how I write code in the near future.

Using tools to evaluate complexity of code is a great way to catch problem areas before they become problem areas. [Saikuru](http://saikuro.rubyforge.org/) looks like the front runner for me.

A lot of Rails developers hate Rails helpers. I think it's because most people don't organize them well, and just throw all helper methods in application helper. Jeff Casimir has a gem for extracting view logic into classes versus helpers [Draper](https://github.com/jcasimir/draper). I'm not sure that is a good fit for me, but it's interesting and I'm curious where this type of thing is headed.

I should have went to me sessions that I knew nothing about. .NET, Java, etc.. Being that I read online a lot, most of the sessions were intro sessions that you can get from reading any one of many tutorials on a particular subject, like Node or Backbone.

I'm ready for January 2013!",2012-01-18 14:06:31.885744,2012-08-21 00:33:54.696215,,"",f
